time,value
2026-03-27 22:58:26,0.0
2026-03-27 22:58:31,0.0
2026-03-27 22:58:36,0.0
2026-03-27 23:10:06,0.0
2026-03-27 23:10:11,0.0
2026-03-27 23:10:16,0.0
2026-03-27 23:10:21,0.0
2026-03-27 23:10:26,0.0
2026-03-27 23:10:31,0.0
2026-03-27 23:10:36,0.0
2026-03-27 23:10:41,0.0
2026-03-27 23:10:46,0.0
2026-03-27 23:10:51,0.0
2026-03-27 23:10:56,0.0
2026-03-27 23:11:01,0.0
2026-03-27 23:11:06,0.0
2026-03-27 23:11:11,0.0
2026-03-27 23:11:16,0.0
2026-03-27 23:11:21,0.0
2026-03-27 23:11:26,0.0
2026-03-27 23:11:31,0.0
2026-03-27 23:11:36,0.0
2026-03-27 23:11:41,0.0
2026-03-27 23:11:46,0.0
2026-03-27 23:11:51,0.0
2026-03-27 23:11:56,0.0
2026-03-27 23:12:01,0.0
2026-03-27 23:12:06,0.0
2026-03-27 23:12:11,0.0
2026-03-27 23:12:16,0.0
2026-03-27 23:12:21,0.0
2026-03-27 23:12:26,0.0
2026-03-27 23:12:31,0.0
2026-03-27 23:12:36,0.0
2026-03-27 23:12:41,0.0
2026-03-27 23:12:46,0.0
2026-03-27 23:12:51,0.0
2026-03-27 23:12:56,0.0
2026-03-27 23:13:01,0.0
2026-03-27 23:13:06,0.0
2026-03-27 23:13:11,0.0
2026-03-27 23:13:16,0.0
2026-03-27 23:13:21,0.0
2026-03-27 23:13:26,0.0
